Word,Hindi Meaning
furnace,भट्ठी
healing,उपचारात्मक
fewer,से कम
deem,समझना
apron,तहबंद
humiliation,निरादर
punctuation,विराम चिह्न
rolls,रोल्स
doe,हरिणी
rotten,सड़ा हुआ
richer,अमीर
Swiss,स्विस
behavior,व्‍यवहार
nowadays,आजकल
pamphlet,पुस्तिका
loan,ऋृण
beads,मनका
divers,गोताखोरों
unreasonable,अकारण
realise,समझना
lust,हवस
ah,एएच
annually,प्रतिवर्ष
detach,अलग करें
gaily,सुखपूर्वक
shares,शेयरों
gifted,प्रतिभाशाली
planet,ग्रह
feverish,बुख़ारवाला
resurrection,जी उठने
Saul,शाऊल
consecrated,पवित्रा
enforced,से लागू
Vincent,विंसेंट
shelf,दराज
fan,प्रशंसक
fluid,द्रव
brightly,चमकते हुए
damsel,युवती
Gabriel,गेब्रियल
kid,बच्चा
frantic,उन्मत्त
neatly,बड़े करीने से
anon,शीघ्र
ascribed,उत्तरदायी
insane,पागल
tropical,उष्णकटिबंधीय
8th,8
Milan,मिलन
hardened,कठोर
overthrow,को उखाड़ फेंकने के
phase,अवस्था
achievement,उपलब्धि
immortality,अमरता
obscurity,अंधकार
assumption,कल्पना
discern,पहचानना
hopeful,आशावान
humorous,रस लेनेवाला
composure,मानसिक संतुलन
turf,मैदान
Poland,पोलैंड
dame,बेगम
missionaries,मिशनरियों
orator,वक्ता
perpetually,नित्य
arbitrary,मनमाना
ecstasy,परमानंद
retirement,निवृत्ति
pronounce,का उच्चारण करें
authorized,अधिकार दिया गया
familiarity,सुपरिचय
NL,नल
hastings,हेस्टिंग्स
clubs,क्लब
reconciled,मेल मिलाप
grievous,क्षतिकर
mercury,बुध
elegance,लालित्य
chivalry,शिष्टता
luminous,प्रकाशमान
beseech,प्रार्थना करना
benevolent,परोपकारी
confided,गुप्त
dances,नृत्य
perplexity,विकलता
escaping,भागने
terrific,कमाल का
companionship,भाईचारा
commence,शुरू
daisy,गुलबहार
parliament,संसद
9th,9
creep,रेंगना
pleading,सिफ़ारिश
disdain,तिरस्कार
pm,बजे
sympathies,सहानुभूति
guides,गाइड
emergency,आपातकालीन
parcel,पार्सल
suicide,आत्मघाती
replies,जवाब
drawer,दराज
contribution,योगदान
supposition,अनुमान
vii,सातवीं
weren't,नहीं थे
link,संपर्क
homely,सुखकर
pluck,साहस
ruling,सत्तारूढ़
Patrick,पैट्रिक
statesmen,राजनेताओं
Hannah,हन्ना
printing,मुद्रण
Joshua,यहोशू
synonymous,पर्याय
sinister,भयावह
advocate,वकील
destructive,हानिकारक
environment,वातावरण
blossom,खिलना
bridle,उछालना
yon,योन
waistcoat,वास्कट
extends,फैली
confirm,पुष्टि करें
listing,लिस्टिंग
solemnity,गंभीरता
projects,परियोजनाओं
reporter,रिपोर्टर
deprive,वंचित
detachment,सेना की टुकड़ी
infernal,राक्षसी
traversed,चल
moss,काई
skilled,कुशल
announce,की घोषणा
hateful,घृणित
fugitive,भगोड़ा
Gothic,गोथिक
coolness,ठंडक
insurrection,विद्रोह
cum,सह
med,मेड
coachman,कोचवान
expend,व्यय
stepping,स्टेपिंग
Julius,जूलियस
resign,इस्तीफ़ा देना
despatch,प्रेषण
excluded,छोड़ा गया
reject,अस्वीकार
tough,कठोर
plea,दलील
Roy,रॉय
fragment,टुकड़ा
lacked,कमी रह गई थी
Wordsworth,वर्ड्सवर्थ
balcony,बालकनी
darker,गहरे रंग
mac,Mac
Nevada,नेवादा
Christopher,क्रिस्टोफर
fork,काँटा
flatter,चापलूसी
iniquity,अधर्म
meditation,ध्यान
disastrous,विनाशकारी
stain,धब्बा
patches,पैच
hints,संकेत
ordained,ठहराया
drinks,पेय
whipped,मार पड़ी है
burial,दफ़न
Matt,मैट
employee,कर्मचारी
employer,नियोक्ता
hypothesis,परिकल्पना
steed,घोड़ा
width,चौड़ाई
Sweden,स्वीडन
transaction,लेन-देन
victories,जीत
devout,धार्मिक
outrage,उल्लंघन
vary,अलग होना
attorney,प्रतिनिधि
rouse,जगाना
doubled,दोगुनी
Sidney,सिडनी
schooner,दो मस्तूलों का जहाज़
flaming,ज्वलंत
offend,कष्ट पहुंचाना
sheriff,शेरिफ
encamped,डेरा
magnificence,शान
vent,बाहर निकलने देना
politely,शिष्टतापूर्वक
vines,लताओं
flags,झंडे
Italians,इटली
necessities,नेसेसिटीज़
Austin,ऑस्टिन
nobler,कुलीन
accusation,आरोप
impulses,आवेग
packet,पैकेट
shabby,झोंपड़ी
irritated,चिढ़ा हुआ
Dakota,डकोटा
industrious,मेहनती
classic,क्लासिक
ranch,खेत
ascending,आरोही
cruelly,निर्दयतापूर्वक
happiest,सबसे खुशी
Antonio,एंटोनियो
accuse,आरोप
insulted,अपमान
bridges,पुलों
players,खिलाड़ियों
sixteenth,सोलहवां
solicitation,लोभ
embarked,शुरू
idol,प्रतिमा
odds,कठिनाइयाँ
aims,लक्ष्य
illuminated,प्रकाशित
enchanted,जादू
adversary,वैरी
pie,पाई
reflecting,दर्शाती
pension,पेंशन
luxurious,शान शौकत
pigs,सूअरों
choir,गाना बजानेवालों
tumbled,गिरावट
conqueror,विजेता
irritation,चिढ़
verb,क्रिया
monkey,बंदर
acceptable,स्वीकार्य
dynasty,राजवंश
accurately,सही रूप में
divinity,देवत्व
signature,हस्ताक्षर
heretofore,पहले
hazard,जोखिम
Dora,डोरा
sq.,sq।
stead,जगह
attire,पोशाक
fling,हाथ बढ़ाना
marine,समुद्री
occupations,व्यवसायों
soothing,सुखदायक
