seizing,अधिकार
vigor,ताक़त
devote,समर्पित
decorated,सजा हुआ
sentimental,भावुक
yoke,घोड़े का अंसबंध
properties,गुण
warlike,जंगी
perilous,जोखिम
threats,धमकी
kindled,संदीप्त
lays,put (something) down gently or carefully
hostility,शत्रुता
dragging,खींचना
mare,घोड़ी
regulations,नियमों
obstacle,व्यवधान
sage,साधू
destitute,निराश्रित
pays,भुगतान करता है
sleepy,उनींदा
Dublin,डबलिन
Jonathan,जोनाथन
posterity,भावी पीढ़ी
they'd,वे चाहते
nod,सिर हिलाकर सहमति देना
mason,मकान बनाने वाला
patriotic,देशभक्तिपूर्ण
plantation,पेड़ लगाना
pitiful,रहमदिल
foster,पोषक
requisite,मांग
expose,खुलासा
oxen,बैलों
patch,पैबंद
Anderson,एंडरसन
interruption,व्यवधान
lance,बरछा
payable,देय
definition,परिभाषा
birthday,जन्मदिन
wolves,भेड़िया
hammer,हथौड़ा
overwhelming,ज़बर्दस्त
intensely,with extreme force or strength
revolutionary,involving or causing a complete or dramatic change (geeta babita)
fragrant,सुगंधित
bleeding,खून बह रहा है
sheltered,आश्रय
circuit,सर्किट
dominions,उपनिवेश
sales,बिक्री
energetic,शक्तिशाली
insignificant,तुच्छ
repetition,दुहराव
we'd,बुध
amazing,अद्भुत
tip,बख्शीश
trivial,मामूली
kick,लात
tended,प्रवृत्ति
rejoicing,आनन्द
dig,गड्ढा करना
pet,पालतू
lectures,व्याख्यान
ness,सत्ता
threat,धमकी
legislature,विधान मंडल
plunder,लूट
removing,को हटाने
jungle,जंगल
ghosts,भूत
numbered,गिने
famine,अकाल
palaces,महलों
sorrowful,उदास
improvements,सुधार
Coleridge,कोलेरिज
fuller,कपड़ा साफ करनेवाला
asp,एएसपी
blocks,ब्लाकों
darted,जातीं
shrine,मंदिर
heel,एड़ी
typical,ठेठ
throws,फेंकता
fortunately,सौभाग्य से
recognise,पहचानना
fuel,ईंधन
6th,6
tranquil,शांत
frown,घुड़की
destination,गंतव्य
plunge,डुबकी
moor,दलदल
pin,नत्थी करना
mars,मंगल ग्रह
associate,संबंद्ध करना
here's,यहाँ है
Owen,ओवेन
Arabic,अरबी
vicious,दुष्ट
framed,फंसाया
banquet,भोज
expressive,अर्थपूर्ण
instinctively,सहज
lighting,प्रकाश
scanning,स्कैनिंग
subordinate,अधीनस्थ
jaws,जबड़े
patent,पेटेंट
courtyard,आंगन
gulf,खाड़ी
destroying,नष्ट
detailed,विस्तृत
regulating,विनियमन
compel,मजबूर
inland,इनलैंड
pretext,बहाना
legislative,विधायी
stationed,तैनात
rash,खरोंच
margin,अंतर
settling,बसने
billion,एक अरब
shorter,कम
betwixt,बीच में
admiring,निहार
Morgan,मॉर्गन
chemical,रासायनिक
chapters,अध्याय
worthless,बेकार
aristocratic,भव्य
Nan,नेन
especial,अपवादभूत
hon,माननीय
attentive,सचेत
maintenance,भरण पोषण
Charlie,चार्ली
furiously,जिस
pulse,धड़कन
scanty,अल्प
flee,भागना
admiral,एडमिरल
clause,धारा
resume,फिर शुरू करना
compound,मिश्रण
pilot,पायलट
growled,भुनभुनाकर
charmed,मन प्रसन्न कर दिया
imitate,नकल करना
happening,हो रहा
knot,गांठ
rags,लत्ता
mock,हँसी उड़ाना
majestic,आलीशान
messages,संदेशों
Prussian,प्रशिया
suspense,कौतुहल
Clare,क्लेयर
relationship,रिश्ता
skirt,स्कर्ट
agency,एजेंसी
arisen,उत्पन्न हो
grin,मुसकान
unusually,असामान्य रूप से
Michigan,मिशिगन
hoarse,कर्कश
mills,मिल्स
intently,आशय से
dining,भोजन
demonstration,प्रदर्शन
depression,डिप्रेशन
lain,लपेटना
expectations,अपेक्षाएं
joining,में शामिल होने
trenches,पानी बहने के लिए ज़मीन में लंबी तंग नली
technical,तकनीकी
vehicle,वाहन
aimed,उद्देश्य से
borrow,उधार
flattering,चापलूसी
Portugal,पुर्तगाल
prodigious,विलक्षण
scope,दायरा
Arkansas,अर्कांसस
swelling,सूजन
fortified,दृढ़
salute,सलाम
topic,विषय
blushed,शराबी
strengthen,को मजबूत
confidential,गुप्त
crow,कौआ
shawl,शाल
sunrise,सूर्योदय
sings,गाती
coats,कोट
sturdy,तगड़ा
dissolved,भंग
lifetime,जीवन काल
dispersed,तितर - बितर
sergeant,उच्च श्रेणी का वकील
contribute,योगदान देना
strode,स्ट्रोड
brigade,ब्रिगेड
verdict,निर्णय
honors,सम्मान
panting,हाँफने
females,महिलाओं
richest,सबसे अमीर
attribute,विशेषता
hook,अंकुश
discontent,असंतोष
orderly,व्यवस्थित
airs,एयर्स
tiger,बाघ
messengers,दूत
Sabbath,विश्राम का समय
identification,पहचान
holiness,परम पूज्य
crooked,कुटिल
housekeeper,नौकरानी
productions,प्रस्तुतियों
prescribed,नियत
rector,अधिशिक्षक
sleeve,आस्तीन
honored,सम्मानित
tame,वश में
highway,हाइवे
Alabama,अलाबामा
Edmund,एडमंड
militia,मिलिशिया
